Date,Group,Sap_Flow,TWaterFlux,pLWP,mLWP
12/24/19,Drought-sensitive canopy,63.55431824,18.54356517,NA,NA
12/24/19,Drought-sensitive understory,1.956834499,0.608287923,NA,NA
12/24/19,Drought-tolerant canopy,8.938545534,3.327150609,NA,NA
12/24/19,Drought-tolerant understory,4.328515416,1.142843976,NA,NA
12/25/19,Drought-sensitive canopy,64.78031428,29.7369846,NA,NA
12/25/19,Drought-sensitive understory,2.0129852,0.857132982,NA,NA
12/25/19,Drought-tolerant canopy,9.066484421,4.198108317,NA,NA
12/25/19,Drought-tolerant understory,4.405622298,2.211956083,NA,NA
12/26/19,Drought-sensitive canopy,65.97270485,36.147049,NA,NA
12/26/19,Drought-sensitive understory,2.066589185,0.829483531,NA,NA
12/26/19,Drought-tolerant canopy,9.197982513,4.087510513,NA,NA
12/26/19,Drought-tolerant understory,4.480924678,1.783389592,NA,NA
12/27/19,Drought-sensitive canopy,67.1318305,28.57109941,NA,NA
12/27/19,Drought-sensitive understory,2.118827569,0.999988479,NA,NA
12/27/19,Drought-tolerant canopy,9.340383618,4.253407219,NA,NA
12/27/19,Drought-tolerant understory,4.556700643,1.986152233,NA,NA
12/28/19,Drought-sensitive canopy,68.25900981,24.54810428,NA,NA
12/28/19,Drought-sensitive understory,2.169220983,0.62672089,NA,NA
12/28/19,Drought-tolerant canopy,9.490388685,3.677376989,NA,NA
12/28/19,Drought-tolerant understory,4.632035039,1.253441781,NA,NA
12/29/19,Drought-sensitive canopy,69.35556135,37.73689243,NA,NA
12/29/19,Drought-sensitive understory,2.217290059,0.843308257,NA,NA
12/29/19,Drought-tolerant canopy,9.644698661,5.188880312,NA,NA
12/29/19,Drought-tolerant understory,4.706012711,2.221172567,NA,NA
12/30/19,Drought-sensitive canopy,70.42280369,30.59872582,NA,NA
12/30/19,Drought-sensitive understory,2.262555428,1.193534637,NA,NA
12/30/19,Drought-tolerant canopy,9.800014497,4.695798436,NA,NA
12/30/19,Drought-tolerant understory,4.777718505,2.308729162,NA,NA
12/31/19,Drought-sensitive canopy,71.46205541,32.99040334,NA,NA
12/31/19,Drought-sensitive understory,2.304537721,1.198142879,NA,NA
12/31/19,Drought-tolerant canopy,9.95303714,5.055241299,NA,NA
12/31/19,Drought-tolerant understory,4.846237265,2.668172026,NA,NA
1/1/20,Drought-sensitive canopy,72.47463507,39.09632378,NA,NA
1/1/20,Drought-sensitive understory,2.342757571,1.105978042,NA,NA
1/1/20,Drought-tolerant canopy,10.10046754,4.73266437,NA,NA
1/1/20,Drought-tolerant understory,4.910653839,2.373244548,NA,NA
1/2/20,Drought-sensitive canopy,73.46186126,38.52029355,NA,NA
1/2/20,Drought-sensitive understory,2.376735608,0.999988479,NA,NA
1/2/20,Drought-tolerant canopy,10.23900664,5.686570431,NA,NA
1/2/20,Drought-tolerant understory,4.97005307,2.30412092,NA,NA
1/3/20,Drought-sensitive canopy,74.42505254,38.63089135,NA,NA
1/3/20,Drought-sensitive understory,2.405992464,1.695832997,NA,NA
1/3/20,Drought-tolerant canopy,10.3653554,5.635879771,NA,NA
1/3/20,Drought-tolerant understory,5.023519805,2.95388302,NA,NA
1/4/20,Drought-sensitive canopy,75.36552749,39.74147763,NA,NA
1/4/20,Drought-sensitive understory,2.43004877,1.80182256,NA,NA
1/4/20,Drought-tolerant canopy,10.47621476,5.294869875,NA,NA
1/4/20,Drought-tolerant understory,5.070138888,3.12899621,NA,NA
1/5/20,Drought-sensitive canopy,76.28460468,43.83820463,NA,NA
1/5/20,Drought-sensitive understory,2.448425157,1.064503865,NA,NA
1/5/20,Drought-tolerant canopy,10.56828567,5.741869333,NA,NA
1/5/20,Drought-tolerant understory,5.108995166,2.870934667,NA,NA
1/6/20,Drought-sensitive canopy,77.15095851,39.13318971,NA,NA
1/6/20,Drought-sensitive understory,2.456218627,1.129019251,NA,NA
1/6/20,Drought-tolerant canopy,10.63564237,5.059849541,NA,NA
1/6/20,Drought-tolerant understory,5.134191934,2.391677515,NA,NA
1/7/20,Drought-sensitive canopy,77.94251647,45.73680027,NA,NA
1/7/20,Drought-sensitive understory,2.450717275,1.322565408,NA,NA
1/7/20,Drought-tolerant canopy,10.67775727,5.552931418,NA,NA
1/7/20,Drought-tolerant understory,5.1428602,2.668172026,NA,NA
1/8/20,Drought-sensitive canopy,78.67447679,35.56641053,NA,NA
1/8/20,Drought-sensitive understory,2.43472838,1.105978042,NA,NA
1/8/20,Drought-tolerant canopy,10.69942858,5.101323717,NA,NA
1/8/20,Drought-tolerant understory,5.138626375,2.207347842,NA,NA
1/9/20,Drought-sensitive canopy,79.3620377,21.38685038,NA,NA
1/9/20,Drought-sensitive understory,2.411059221,0.880174192,NA,NA
1/9/20,Drought-tolerant canopy,10.7054545,3.801799518,NA,NA
1/9/20,Drought-tolerant understory,5.125116871,1.695832997,NA,NA
1/10/20,Drought-sensitive canopy,80.02039743,33.46966049,NA,NA
1/10/20,Drought-sensitive understory,2.382517076,1.02763793,NA,NA
1/10/20,Drought-tolerant canopy,10.70063322,4.760313821,NA,NA
1/10/20,Drought-tolerant understory,5.105958101,2.285687953,NA,NA
1/11/20,Drought-sensitive canopy,80.66475421,39.83364247,NA,NA
1/11/20,Drought-sensitive understory,2.351909223,1.221184088,NA,NA
1/11/20,Drought-tolerant canopy,10.68976296,5.428508888,NA,NA
1/11/20,Drought-tolerant understory,5.084776477,2.963099503,NA,NA
1/12/20,Drought-sensitive canopy,81.31030625,43.22530846,NA,NA
1/12/20,Drought-sensitive understory,2.32204294,1.548369258,NA,NA
1/12/20,Drought-tolerant canopy,10.67764192,5.700395157,NA,NA
1/12/20,Drought-tolerant understory,5.06519841,3.069089066,NA,NA
1/13/20,Drought-sensitive canopy,81.97225179,40.63547655,NA,NA
1/13/20,Drought-sensitive understory,2.295725505,1.419338487,NA,NA
1/13/20,Drought-tolerant canopy,10.6690683,4.774138547,NA,NA
1/13/20,Drought-tolerant understory,5.050850312,2.893975876,NA,NA
1/14/20,Drought-sensitive canopy,82.66578907,41.93960899,NA,NA
1/14/20,Drought-sensitive understory,2.275764197,1.013813205,NA,NA
1/14/20,Drought-tolerant canopy,10.66884029,5.022983606,NA,NA
1/14/20,Drought-tolerant understory,5.045358596,2.52992477,NA,NA
1/15/20,Drought-sensitive canopy,83.4061163,34.08255665,NA,NA
1/15/20,Drought-sensitive understory,2.264966294,0.811050564,NA,NA
1/15/20,Drought-tolerant canopy,10.68175611,4.594417115,NA,NA
1/15/20,Drought-tolerant understory,5.052349673,2.050667619,NA,NA
1/16/20,Drought-sensitive canopy,84.17093437,17.76016405,NA,NA
1/16/20,Drought-sensitive understory,2.255364774,0.562205505,NA,NA
1/16/20,Drought-tolerant canopy,10.69333684,3.423923688,NA,NA
1/16/20,Drought-tolerant understory,5.062167962,1.087545074,NA,NA
1/17/20,Drought-sensitive canopy,84.92725498,38.13320123,NA,NA
1/17/20,Drought-sensitive understory,2.238335737,0.880174192,NA,NA
1/17/20,Drought-tolerant canopy,10.6883158,4.843262174,NA,NA
1/17/20,Drought-tolerant understory,5.064029585,1.995368717,NA,NA
1/18/20,Drought-sensitive canopy,85.67424254,44.66768816,NA,NA
1/18/20,Drought-sensitive understory,2.215701151,1.184318153,NA,NA
1/18/20,Drought-tolerant canopy,10.67030958,5.179663829,NA,NA
1/18/20,Drought-tolerant understory,5.059868506,2.806419281,NA,NA
1/19/20,Drought-sensitive canopy,86.41106149,41.89352657,NA,NA
1/19/20,Drought-sensitive understory,2.189282981,1.184318153,NA,NA
1/19/20,Drought-tolerant canopy,10.64293475,4.746489096,NA,NA
1/19/20,Drought-tolerant understory,5.05161869,2.345595097,NA,NA
1/20/20,Drought-sensitive canopy,87.13687625,36.27147153,NA,NA
1/20/20,Drought-sensitive understory,2.160903193,0.847916499,NA,NA
1/20/20,Drought-tolerant canopy,10.6098079,4.921602286,NA,NA
1/20/20,Drought-tolerant understory,5.041214103,1.999976959,NA,NA
1/21/20,Drought-sensitive canopy,87.85085123,19.65415145,NA,NA
1/21/20,Drought-sensitive understory,2.132383752,0.529947812,NA,NA
1/21/20,Drought-tolerant canopy,10.57454561,3.387057753,NA,NA
1/21/20,Drought-tolerant understory,5.030588709,1.331781892,NA,NA
1/22/20,Drought-sensitive canopy,88.55215088,30.65863297,NA,NA
1/22/20,Drought-sensitive understory,2.105546624,0.580638472,NA,NA
1/22/20,Drought-tolerant canopy,10.54076446,3.907789081,NA,NA
1/22/20,Drought-tolerant understory,5.021676474,1.580626951,NA,NA
1/23/20,Drought-sensitive canopy,89.23993961,47.98101404,NA,NA
1/23/20,Drought-sensitive understory,2.082213776,0.880174192,NA,NA
1/23/20,Drought-tolerant canopy,10.51208103,4.949251737,NA,NA
1/23/20,Drought-tolerant understory,5.016411362,2.281079711,NA,NA
1/24/20,Drought-sensitive canopy,89.91338184,46.69070633,NA,NA
1/24/20,Drought-sensitive understory,2.064207172,0.824875289,NA,NA
1/24/20,Drought-tolerant canopy,10.49211189,5.092107234,NA,NA
1/24/20,Drought-tolerant understory,5.016727339,2.175090149,NA,NA
1/25/20,Drought-sensitive canopy,90.57164201,43.77368924,NA,NA
1/25/20,Drought-sensitive understory,2.05334878,0.75114342,NA,NA
1/25/20,Drought-tolerant canopy,10.48447364,4.705014919,NA,NA
1/25/20,Drought-tolerant understory,5.024558369,1.866337945,NA,NA
1/26/20,Drought-sensitive canopy,91.21388453,46.875036,NA,NA
1/26/20,Drought-sensitive understory,2.051460564,0.870957708,NA,NA
1/26/20,Drought-tolerant canopy,10.49278285,5.087498992,NA,NA
1/26/20,Drought-tolerant understory,5.041838419,2.317945646,NA,NA
1/27/20,Drought-sensitive canopy,91.86344611,47.65843711,NA,NA
1/27/20,Drought-sensitive understory,2.057766959,0.930864852,NA,NA
1/27/20,Drought-tolerant canopy,10.51487669,5.13358141,NA,NA
1/27/20,Drought-tolerant understory,5.068757093,2.133615972,NA,NA
1/28/20,Drought-sensitive canopy,92.53603005,51.03627838,NA,NA
1/28/20,Drought-sensitive understory,2.069582844,1.02763793,NA,NA
1/28/20,Drought-tolerant canopy,10.54499661,5.175055587,NA,NA
1/28/20,Drought-tolerant understory,5.103122608,2.691213235,NA,NA
1/29/20,Drought-sensitive canopy,93.21935067,45.31284202,NA,NA
1/29/20,Drought-sensitive understory,2.08586585,1.124411009,NA,NA
1/29/20,Drought-tolerant canopy,10.58136561,4.672757226,NA,NA
1/29/20,Drought-tolerant understory,5.143296841,2.72807917,NA,NA
1/30/20,Drought-sensitive canopy,93.90112231,42.47416504,NA,NA
1/30/20,Drought-sensitive understory,2.105573609,0.958514303,NA,NA
1/30/20,Drought-tolerant canopy,10.62220672,5.281045149,NA,NA
1/30/20,Drought-tolerant understory,5.187641671,2.792594555,NA,NA
1/31/20,Drought-sensitive canopy,94.56905929,45.15155355,NA,NA
1/31/20,Drought-sensitive understory,2.127663752,0.990771996,NA,NA
1/31/20,Drought-tolerant canopy,10.66574294,5.179663829,NA,NA
1/31/20,Drought-tolerant understory,5.234518977,2.668172026,NA,NA
2/1/20,Drought-sensitive canopy,NA,49.68606352,NA,NA
2/1/20,Drought-sensitive understory,NA,1.235008813,NA,NA
2/1/20,Drought-tolerant canopy,NA,5.368601744,NA,NA
2/1/20,Drought-tolerant understory,NA,2.889367634,NA,NA
2/2/20,Drought-sensitive canopy,NA,52.04548335,NA,NA
2/2/20,Drought-sensitive understory,NA,1.267266506,NA,NA
2/2/20,Drought-tolerant canopy,NA,5.493024274,NA,NA
2/2/20,Drought-tolerant understory,NA,3.018398406,NA,NA
2/3/20,Drought-sensitive canopy,NA,35.41433854,NA,NA
2/3/20,Drought-sensitive understory,NA,0.898607159,NA,NA
2/3/20,Drought-tolerant canopy,NA,4.705014919,NA,NA
2/3/20,Drought-tolerant understory,NA,2.115183005,NA,NA
2/4/20,Drought-sensitive canopy,NA,44.62621398,NA,NA
2/4/20,Drought-sensitive understory,NA,1.138235735,NA,NA
2/4/20,Drought-tolerant canopy,NA,5.08289075,NA,NA
2/4/20,Drought-tolerant understory,NA,2.631306091,NA,NA
2/5/20,Drought-sensitive canopy,NA,38.78757157,NA,NA
2/5/20,Drought-sensitive understory,NA,0.999988479,NA,NA
2/5/20,Drought-tolerant canopy,NA,4.912385802,NA,NA
2/5/20,Drought-tolerant understory,NA,2.313337404,NA,NA
2/6/20,Drought-sensitive canopy,NA,49.83352726,NA,NA
2/6/20,Drought-sensitive understory,NA,1.239617055,NA,NA
2/6/20,Drought-tolerant canopy,NA,5.359385261,NA,NA
2/6/20,Drought-tolerant understory,NA,2.893975876,NA,NA
2/7/20,Drought-sensitive canopy,NA,55.93023122,NA,NA
2/7/20,Drought-sensitive understory,NA,1.27648299,NA,NA
2/7/20,Drought-tolerant canopy,NA,5.336344051,NA,NA
2/7/20,Drought-tolerant understory,NA,3.193511595,NA,NA
2/8/20,Drought-sensitive canopy,NA,51.12383498,NA,NA
2/8/20,Drought-sensitive understory,NA,1.267266506,NA,NA
2/8/20,Drought-tolerant canopy,NA,5.506848999,NA,NA
2/8/20,Drought-tolerant understory,NA,2.976924229,NA,NA
2/9/20,Drought-sensitive canopy,NA,43.10088593,NA,NA
2/9/20,Drought-sensitive understory,NA,1.023029689,NA,NA
2/9/20,Drought-tolerant canopy,NA,4.562159422,NA,NA
2/9/20,Drought-tolerant understory,NA,2.502275319,NA,NA
2/10/20,Drought-sensitive canopy,NA,38.02260343,NA,NA
2/10/20,Drought-sensitive understory,NA,0.990771996,NA,NA
2/10/20,Drought-tolerant canopy,NA,5.050633057,NA,NA
2/10/20,Drought-tolerant understory,NA,2.294904437,NA,NA
2/11/20,Drought-sensitive canopy,NA,29.73237636,NA,NA
2/11/20,Drought-sensitive understory,NA,0.75114342,NA,NA
2/11/20,Drought-tolerant canopy,NA,3.866314904,NA,NA
2/11/20,Drought-tolerant understory,NA,1.751131899,NA,NA
2/12/20,Drought-sensitive canopy,NA,43.65387496,NA,NA
2/12/20,Drought-sensitive understory,NA,1.156668702,NA,NA
2/12/20,Drought-tolerant canopy,NA,5.161230861,NA,NA
2/12/20,Drought-tolerant understory,NA,2.681996751,NA,NA
2/13/20,Drought-sensitive canopy,NA,50.10541353,NA,NA
2/13/20,Drought-sensitive understory,NA,1.313348925,NA,NA
2/13/20,Drought-tolerant canopy,NA,5.622055045,NA,NA
2/13/20,Drought-tolerant understory,NA,2.981532471,NA,NA
2/14/20,Drought-sensitive canopy,NA,44.79211069,NA,NA
2/14/20,Drought-sensitive understory,NA,1.184318153,NA,NA
2/14/20,Drought-tolerant canopy,NA,5.285653391,NA,NA
2/14/20,Drought-tolerant understory,NA,2.695821477,NA,NA
2/15/20,Drought-sensitive canopy,NA,51.66760752,NA,NA
2/15/20,Drought-sensitive understory,NA,1.354823101,NA,NA
2/15/20,Drought-tolerant canopy,NA,5.460766581,NA,NA
2/15/20,Drought-tolerant understory,NA,3.046047857,NA,NA
2/16/20,Drought-sensitive canopy,NA,50.58467068,NA,NA
2/16/20,Drought-sensitive understory,NA,1.359431343,NA,NA
2/16/20,Drought-tolerant canopy,NA,5.520673725,NA,NA
2/16/20,Drought-tolerant understory,NA,3.018398406,NA,NA
2/17/20,Drought-sensitive canopy,NA,50.08698056,NA,NA
2/17/20,Drought-sensitive understory,NA,1.313348925,NA,NA
2/17/20,Drought-tolerant canopy,NA,5.880116589,NA,NA
2/17/20,Drought-tolerant understory,NA,2.95388302,NA,NA
2/18/20,Drought-sensitive canopy,NA,52.31736962,NA,NA
2/18/20,Drought-sensitive understory,NA,1.345606617,NA,NA
2/18/20,Drought-tolerant canopy,NA,5.497632516,NA,NA
2/18/20,Drought-tolerant understory,NA,3.050656098,NA,NA
2/19/20,Drought-sensitive canopy,NA,46.15615027,NA,NA
2/19/20,Drought-sensitive understory,NA,1.165885186,NA,NA
2/19/20,Drought-tolerant canopy,NA,4.990725913,NA,NA
2/19/20,Drought-tolerant understory,NA,2.672780268,NA,NA
2/20/20,Drought-sensitive canopy,NA,51.10079377,NA,NA
2/20/20,Drought-sensitive understory,NA,1.258050022,NA,NA
2/20/20,Drought-tolerant canopy,NA,5.976889667,NA,NA
2/20/20,Drought-tolerant understory,NA,2.95388302,NA,NA
2/21/20,Drought-sensitive canopy,NA,29.16095437,NA,NA
2/21/20,Drought-sensitive understory,NA,0.718885727,NA,NA
2/21/20,Drought-tolerant canopy,NA,3.815624244,NA,NA
2/21/20,Drought-tolerant understory,NA,1.723482448,NA,NA
2/22/20,Drought-sensitive canopy,NA,21.44675753,NA,NA
2/22/20,Drought-sensitive understory,NA,0.506906602,NA,NA
2/22/20,Drought-tolerant canopy,NA,3.188903354,NA,NA
2/22/20,Drought-tolerant understory,NA,1.230400571,NA,NA
2/23/20,Drought-sensitive canopy,NA,40.39123973,NA,NA
2/23/20,Drought-sensitive understory,NA,1.009204963,NA,NA
2/23/20,Drought-tolerant canopy,NA,4.617458324,NA,NA
2/23/20,Drought-tolerant understory,NA,2.396285757,NA,NA
2/24/20,Drought-sensitive canopy,NA,49.14689923,NA,NA
2/24/20,Drought-sensitive understory,NA,1.290307715,NA,NA
2/24/20,Drought-tolerant canopy,NA,5.691178673,NA,NA
2/24/20,Drought-tolerant understory,NA,2.949274778,NA,NA
2/25/20,Drought-sensitive canopy,NA,51.28512344,NA,NA
2/25/20,Drought-sensitive understory,NA,1.294915957,NA,NA
2/25/20,Drought-tolerant canopy,NA,5.387034712,NA,NA
2/25/20,Drought-tolerant understory,NA,2.990748955,NA,NA
2/26/20,Drought-sensitive canopy,NA,46.26674808,NA,NA
2/26/20,Drought-sensitive understory,NA,1.138235735,NA,NA
2/26/20,Drought-tolerant canopy,NA,5.110540201,NA,NA
2/26/20,Drought-tolerant understory,NA,2.737295653,NA,NA
2/27/20,Drought-sensitive canopy,NA,51.89341137,NA,NA
2/27/20,Drought-sensitive understory,NA,1.248833539,NA,NA
2/27/20,Drought-tolerant canopy,NA,5.603622078,NA,NA
2/27/20,Drought-tolerant understory,NA,2.999965438,NA,NA
